,muon_pt0,muon_pt1,muon_pt2,muon_pt3,muon_phi0,muon_phi1,muon_phi2,muon_phi3
34429,144.69376,73.88544,62.527035,,-0.49502003,-0.29056257,-0.81820565,
34430,63.450626,44.294754,32.25968,,-0.6285808,-1.58839,-0.7070586,
34431,101.48067,47.318523,43.94626,41.602375,-3.103155,-2.237198,-2.6211863,-1.63414
34432,61.620853,38.632477,36.76543,35.719887,-2.2442362,-0.4200132,-1.49566,-2.1691334
34433,52.325745,39.70768,35.67585,33.855377,-2.1950197,-0.6580886,-0.24879052,-0.43576196
34434,98.049736,,,,0.5403634,,,
34435,70.66278,51.46666,50.97811,33.877934,-1.2658504,-2.4317183,-0.90228295,-1.3318094
34436,105.09137,52.76359,48.440582,43.44612,-2.4355688,-1.8750597,-1.984619,-1.3156359
34437,46.145126,39.240604,39.022644,31.509497,-2.8635945,-1.9178901,-2.3185053,2.624286
34438,60.91992,52.90605,48.001637,40.4101,2.8521292,2.4898574,-2.7581077,2.4640224
34439,195.82672,71.83503,45.854385,42.725513,-0.09012622,-0.18759128,0.18689416,-0.4541744
34440,39.762196,39.466103,36.58129,,3.0895643,-2.9758685,-0.75693786,
34441,58.482304,49.334553,45.1482,42.741776,1.2639002,2.174311,2.0866654,0.49199376
34442,50.936134,48.733574,40.367012,33.50198,1.7916356,2.8062196,1.5679445,2.0036225
34443,78.43343,64.248795,42.066685,35.53912,-1.3723414,-1.099512,-0.47528696,-0.6567991
34444,73.3519,42.15084,34.460403,29.457321,2.054469,2.8018064,-2.974661,-3.0582366
34445,143.0477,58.728973,36.21072,33.72854,-3.050214,-3.0257568,-2.466895,-2.4920619
34446,47.183918,32.706715,,,-1.0236222,-0.7640495,,
34447,62.436317,57.768715,46.021824,32.565414,-1.3478788,-0.5066692,0.2041021,-0.24571937
34448,154.99051,36.294792,34.85931,,1.832258,1.8064369,1.0375994,
34449,47.82082,34.182556,29.166914,,-0.34670562,-0.3497512,0.24946946,
34450,52.71394,47.561024,37.156162,,-0.7371163,-1.692833,-2.3048146,
34451,50.339108,46.56039,40.771442,33.563194,0.21244581,-1.3253417,-0.059079543,-1.4409057
34452,133.5759,,,,1.4531546,,,
34453,61.71178,48.61645,40.443,37.773266,-1.2195065,0.30400488,-0.93954736,-0.41552642
34454,105.78405,64.09045,51.712635,39.600716,-0.32729983,-0.367078,0.41946694,-1.0367297
34455,84.91074,54.458233,35.705883,30.89664,1.1458278,1.28035,2.5079918,2.0291507
34456,93.28929,60.19997,53.221394,31.503036,2.8647134,1.6728206,2.3458757,2.0448427
34457,79.50958,35.887844,,,-1.9223832,2.8765585,,
34458,65.06883,59.62652,47.075127,35.606056,2.754579,-3.103147,2.4599645,3.017521
34459,51.47883,30.6912,26.123894,,1.4162961,0.94463485,1.6137235,
34460,43.64326,40.49435,32.964146,,2.6585164,-2.3426268,-3.0865605,
34461,70.90401,60.165833,43.978836,,0.19993176,0.8853508,0.5403933,
34462,52.220882,47.312954,42.426785,34.720207,-2.271507,-1.8971876,-2.2416856,2.7247374
34463,64.89799,46.278534,45.524452,43.566776,-2.304532,-1.4065306,-1.9372786,-1.6406782
34464,64.68358,49.16608,36.443375,36.230774,1.9490898,0.15498132,1.0735509,0.7672999
34465,40.105167,29.97847,28.75552,,-1.5485759,-0.8066809,-0.67713034,
34466,80.32886,71.07805,35.8318,30.10301,-2.6563475,-1.345036,-1.9913586,-1.8897653
34467,52.159523,33.111507,,,3.0429475,2.3583581,,
34468,56.625427,33.93653,33.77026,,-3.007839,1.8116993,2.8632562,
34469,52.169353,49.450657,,,0.5277159,-1.2959921,,
34470,84.29637,68.68845,53.363453,37.031345,0.8865349,1.2292219,0.12111926,0.25112468
34471,91.49425,59.427795,57.664917,,-1.8775369,-2.360091,-2.9555056,
34472,86.498604,83.53309,32.74367,31.088594,2.5455153,2.1291358,2.3804576,1.5904914
34473,55.095753,39.628292,,,-1.5963455,-2.7680588,,
34474,74.68805,49.999966,44.639084,36.59929,-2.0168676,-1.3466909,-0.7267827,-2.6174233
34475,52.398235,39.575333,29.852179,,2.31078,1.7302004,1.1804512,
34476,89.48301,43.36547,32.716385,27.766651,2.3983564,2.0004008,0.45729277,1.9568757
34477,79.48197,49.71403,30.073997,29.739613,-2.413149,2.4560764,-2.9104347,3.0796635
34478,84.753716,38.309143,,,1.7113075,0.12567748,,
34479,47.525917,46.961323,30.044252,,-1.2578989,-2.7666686,-2.1347911,
34480,51.835506,46.051937,29.839266,,2.5239642,2.2750778,2.979861,
34481,68.43043,42.27371,33.62349,,0.046852794,-1.495802,-1.1224381,
34482,64.36376,58.955296,38.526043,32.241528,2.9281034,-1.8707509,-2.44444,-2.854696
34483,88.9563,58.908306,38.975166,38.246254,1.3804429,1.8858323,1.9632769,3.0763204
34484,57.061455,57.04166,46.997246,41.553688,2.3747258,1.725743,2.0243695,0.9806524
34485,41.52829,35.884113,34.736534,34.490543,2.4775434,2.653271,1.015251,1.8489419
34486,52.539955,50.45267,47.31122,40.003872,-0.3834769,0.45692223,1.0989834,-0.10542284
34487,37.86059,37.551594,31.23208,,2.81319,2.3029244,1.5617464,
34488,127.49037,54.85556,49.363987,48.335815,1.9247304,1.6034309,2.3941612,2.607714
34489,87.20048,63.37073,33.849197,29.589922,-2.6152742,-2.9759934,-2.4377747,2.3345687
34490,70.25922,60.111446,38.98466,,0.8253041,1.3229063,0.5398428,
34491,69.82053,64.72595,46.627266,32.157333,-0.7691535,-1.9808115,-1.4207774,-1.6723119
34492,84.24238,67.98231,56.14393,42.568516,3.1152854,3.0702465,-2.380992,2.6582508
34493,65.256966,57.630924,31.380812,,-2.2043996,-2.9071245,-1.2334033,
34494,103.78761,67.92653,33.65903,,-0.99114263,-1.4004451,-2.317965,
34495,64.79205,57.633827,38.208527,,1.4096249,0.21083866,1.2413203,
34496,87.422386,52.76768,52.295097,40.685024,1.2758454,2.4827964,1.7666426,2.0931213
34497,34.355473,,,,0.16454224,,,
34498,58.714886,56.510777,36.961094,32.82351,2.9238958,-2.571697,2.9867249,3.0151005
34499,63.837425,48.603218,36.651237,34.69878,0.04735088,1.1187824,-0.243591,1.412469
34500,49.99207,47.82803,42.695404,39.060417,0.10140184,-0.83766806,-0.03840179,-1.0145749
34501,79.904724,60.036682,44.16539,39.2052,-1.9579862,-2.112329,-1.9916489,-1.4310794
34502,59.0868,48.999477,43.308556,,1.087508,0.5673069,-0.08084361,
34503,102.636055,34.870266,33.692722,31.393557,2.363171,-2.6539726,2.9708643,2.5077755
34504,63.743504,42.32245,31.893654,,-1.1059033,-2.6660638,-1.7893466,
34505,51.86997,41.239536,41.059944,,-3.121647,-2.7233565,-1.7461189,
34506,53.616898,44.024757,40.102524,35.05352,2.7031372,1.4756761,1.2578756,3.0194774
34507,163.43288,57.13645,52.501823,38.99628,3.1395874,-2.8784413,2.932746,2.8474014
34508,62.844482,47.145233,34.680737,32.364452,-0.72784805,-1.8228819,-2.7389095,-1.2561147
34509,98.70419,59.86847,37.232395,33.3965,-1.5653338,-0.33849844,-1.4492942,-0.8031246
34510,72.11107,70.462,66.44411,31.30801,-2.3178134,-2.6559875,-2.4275122,2.7923214
34511,90.024216,46.35591,33.42972,,-1.3846698,-1.7040222,-0.27541175,
34512,70.69806,32.13875,,,1.6175808,2.346995,,
34513,87.190796,34.778046,30.461264,30.274916,-1.6260395,-2.1103992,-2.8353586,-0.35520598
34514,84.44027,72.55357,52.07043,37.07463,-1.7551613,-2.0860257,-1.0844262,-1.2850997
34515,103.97835,44.79093,,,0.16575836,-0.64728594,,
34516,73.84948,53.973896,46.490616,32.311176,0.591338,-0.40359926,0.34506854,-1.0781037
34517,57.062557,46.389267,39.26657,33.43087,0.32522237,0.62011594,0.5597519,1.4518229
34518,113.90726,64.9744,,,0.11228783,0.43545812,,
34519,75.64651,45.45866,37.1908,31.37594,2.845733,-2.8994484,3.1415904,-2.9349742
34520,111.38616,55.90204,31.05526,,0.30253664,-0.2864467,-0.63390344,
34521,66.66736,40.246506,33.38264,,-1.8618484,-1.5366565,-2.413459,
34522,96.387146,54.209614,50.990536,43.500736,-3.037106,2.8792317,2.1644537,2.0276453
34523,94.44308,74.46218,63.687267,26.913136,0.4947065,-0.19166629,0.26033375,-0.517029
34524,72.91419,51.247856,45.974033,44.088165,0.54957706,-0.07483015,0.31845802,-0.22748595
34525,49.188904,46.4008,34.367386,,-2.5695467,-1.6727911,-1.1996722,
34526,89.891045,43.475674,34.818943,,-0.6886694,-1.4582919,-0.12937412,
34527,67.304695,44.58722,36.73851,31.938139,-0.73924077,-1.1009456,-1.8503747,-2.1947062
34528,39.917847,34.272408,32.21757,31.185076,2.6615748,-1.9817989,2.0113416,-2.8053687
34529,109.38685,72.62269,42.93126,37.002136,-2.409337,-2.9379716,3.1220918,-2.3078854
34530,84.16009,77.03111,,,-2.0433571,-1.5382413,,
34531,84.85443,57.0442,,,1.451803,1.1750237,,
34532,45.973427,45.208992,30.204353,,-0.4269367,1.0456158,0.61084735,
34533,51.530838,43.95985,43.788292,30.29152,-2.510469,-3.0962765,-2.583526,-2.5192707
34534,67.51285,45.63614,39.858612,35.39441,-0.7539681,-0.40279996,0.77448595,-0.8827078
34535,63.07376,46.503086,30.102814,28.276077,2.2475636,1.7242705,1.1148995,1.9085965
34536,45.560646,31.84023,,,-1.8555155,-2.9911225,,
34537,78.52652,70.188515,67.71896,48.56067,-0.29401872,-1.1639471,-0.74888104,-0.27164024
34538,76.38974,40.226246,35.75777,31.687593,2.3356209,2.9601831,-3.1115947,1.6906658
34539,73.79918,38.539536,38.278103,30.77334,-0.36939234,0.2012101,0.2848223,-0.6351804
34540,86.90788,32.05639,31.764198,,-1.6053376,0.32068297,-0.7766154,
34541,112.37608,41.138947,35.78906,,-0.43392876,-0.45393386,-0.011515976,
34542,61.6219,40.614597,35.1263,30.442324,-1.833903,-0.9672072,-1.9685272,-2.2970102
34543,102.07515,43.978333,38.778854,,1.7051396,2.0806673,1.2489433,
34544,68.49414,34.37097,32.441982,31.184809,0.22302139,1.2124171,-0.86758196,-0.742839
34545,112.14168,51.478565,44.435844,35.023643,-0.47507092,-0.013738533,0.745032,-0.9891338
34546,73.37356,55.471634,40.722893,40.337124,-3.063675,-2.7439048,-1.6840494,2.8732185
34547,89.62368,71.42169,59.375572,53.71717,1.1148429,1.4970441,2.180332,2.0343091
34548,83.16139,78.29745,52.843746,31.92246,-0.6561275,-0.7909226,-0.1682556,-1.340533
34549,45.723106,36.358494,35.246346,33.468243,1.4279182,-2.993417,1.0347656,2.5563765
34550,45.394096,33.806602,,,2.4712653,-2.371956,,
34551,57.485607,45.22769,37.66516,31.391315,0.17753801,2.1284332,0.6771097,1.5249295
34552,76.79366,54.640133,45.305763,43.361053,1.5104296,1.0525447,2.0861201,2.5248702
34553,47.77222,45.032124,41.9136,37.874084,2.243158,2.8739042,1.6649541,-2.272235
34554,55.181152,53.82467,37.906395,34.856342,2.8016033,1.0921041,2.212983,1.8320138
34555,83.27356,48.850002,34.664577,32.897163,0.13694797,0.49700117,-0.8948096,-0.24937925
34556,77.368614,56.804787,46.836,32.24663,1.8231193,2.7325256,1.5125786,1.1036955
34557,55.81711,38.449715,31.96888,31.69193,2.7265685,-2.2880514,-2.980698,-1.2787032
34558,34.45282,,,,-2.7153003,,,
34559,72.93839,48.486702,39.18869,30.514889,0.22138585,-0.12253722,-0.92675656,1.2558489
34560,71.91267,58.768494,54.445602,33.430576,0.060046945,0.3644443,-0.15230468,0.580552
34561,123.12311,56.51264,51.35161,37.645676,1.9644861,2.2132616,1.1793652,1.4796686
34562,80.01463,58.504086,35.001854,,1.6773766,1.8044641,1.0515189,
34563,47.147995,42.26094,33.186493,,-0.010079105,1.0155191,0.6845122,
34564,59.394817,58.074406,49.48586,34.75676,1.4837668,0.9659233,1.0907633,2.51226
34565,114.589714,70.53951,35.116135,,-2.057318,-2.0834348,-2.4887495,
34566,84.70961,77.1917,56.463757,,0.47851282,-0.3288854,-0.25827873,
34567,68.6837,40.254887,32.192135,31.092876,0.008247924,1.6942477,-0.41365635,0.42203543
34568,68.40871,47.788425,42.143593,34.29604,-0.017660731,-0.28243563,-1.5028534,0.18600604
34569,37.5905,37.35046,,,2.1566155,1.9177079,,
34570,109.49028,36.839577,35.846542,29.684689,0.2511204,0.337855,-0.0961262,1.9987227
34571,138.26384,56.787716,53.21477,30.477741,-2.5313926,-1.6531368,-2.237707,-2.2108848
34572,61.02939,51.68286,46.258186,43.56034,2.3365643,-2.896653,-2.7387884,2.5080314
34573,48.708107,37.067856,30.603624,30.390814,-0.8445221,-1.8053892,-1.9139239,-3.1325765
34574,107.6387,51.75031,44.944016,34.415104,-1.7870377,-2.3515046,-2.1867156,-1.7419869
34575,97.99722,90.02221,45.522808,33.978344,1.3046936,1.778925,0.3830478,0.8310266
34576,51.46314,50.394764,37.3109,33.645016,-0.303207,-1.533053,-0.8119994,-0.5427267
34577,87.6725,53.284092,38.434074,,-0.2741151,-1.1604587,-0.4787729,
34578,91.43682,43.604645,37.424038,29.864439,-1.7490647,-2.8765957,-1.8935019,-2.0545936
34579,83.731155,34.710247,32.562702,,0.3835697,1.0528413,0.10233141,
34580,90.2952,67.96316,64.8791,39.679203,1.3020132,0.7903493,0.32996058,0.83697325
34581,89.76916,31.723825,30.557476,29.452936,-3.0064619,2.341111,2.283285,-2.2303066
34582,52.708614,46.971275,37.007874,33.34117,2.301204,2.534421,2.0787277,2.8475764
34583,64.86711,56.844,41.171318,34.93088,2.8087535,1.1394489,2.2807462,1.7165405
34584,67.43999,49.08086,33.901974,33.55866,-1.9264605,2.8971722,-2.8280396,-3.056255
34585,70.50503,54.155853,51.40937,31.666212,0.56036705,1.2231464,0.13875335,-0.4901003
34586,145.00374,45.516678,31.980843,,-3.0514524,2.6441774,2.5631895,
34587,64.76158,57.53111,53.124302,,1.7218417,2.672865,1.8182788,
34588,102.57818,37.655655,,,-0.97589207,-0.7729507,,
34589,157.34058,36.291954,35.575516,32.268837,1.2291245,2.1383667,1.4991065,0.7734416
34590,50.492783,47.52039,39.465508,37.473145,1.307577,-0.11447966,1.9489417,0.5478044
34591,38.677986,27.384283,,,0.76555085,0.15219712,,
34592,38.493797,36.86537,36.12067,34.535717,1.943627,-2.7339475,2.0515552,0.89857244
34593,81.85785,65.97422,65.7889,58.493225,2.7598574,2.3453028,2.8377514,2.0292559
34594,91.87425,34.4438,34.194122,,1.3097965,1.5217832,1.1845213,
34595,67.29209,64.78826,46.474327,36.80612,1.4249012,0.28825742,0.6817411,0.44825235
34596,68.167915,50.41463,47.92357,38.36918,3.1328952,1.9114593,2.6880903,-2.86371
34597,48.459984,32.310787,,,0.7415175,-0.18255359,,
34598,43.2954,37.443485,35.393154,,1.3180096,0.3399666,1.8152463,
34599,59.4441,36.10578,34.55435,30.300789,-0.95705426,-0.039487112,-1.604502,0.41187102
34600,80.78933,51.068836,50.95179,,2.9182873,2.0138378,2.273414,
34601,60.657967,53.352074,28.87583,,1.3760839,2.3502955,3.025849,
34602,93.54942,67.74705,42.657917,37.14725,-0.32815877,-0.6791938,0.0615308,-1.1270444
34603,37.784634,32.260723,,,-0.9530067,-0.26642737,,
34604,116.71601,44.546978,41.154217,38.861702,1.8763812,1.6279889,1.2678694,0.43581033
34605,129.04419,53.295784,37.640293,,1.8209758,2.1187482,2.3266585,
34606,70.97794,40.715645,34.581608,,1.0557184,-0.62339115,0.17676695,
34607,150.00325,68.34824,49.80248,37.92358,-1.5795063,-1.9890286,-1.4567547,-1.111365
34608,69.742905,38.294434,34.330154,26.986153,1.3178275,1.612017,1.0081661,2.947625
34609,79.9477,55.05832,40.110657,38.95133,1.7447772,1.0060784,2.3691225,1.845957
34610,97.01757,65.38797,34.09729,,-0.045909237,-0.4555176,-1.0830283,
34611,56.923325,54.96574,42.850357,30.228367,-1.0177351,-0.9381978,-2.3699958,-1.3011878
34612,48.164783,40.874775,40.478405,35.34094,-2.18708,-1.0376264,-1.6700628,-1.9192265
34613,96.972496,58.604626,46.08984,35.617943,-0.22293963,-0.3853609,0.6984594,0.2448791
34614,93.81465,66.03135,43.36432,31.77913,0.029905602,0.99661857,0.47068095,0.6397924
34615,112.89567,33.84839,33.47906,,-1.963296,-1.8808128,-3.1166418,
34616,69.94343,46.301804,39.260273,36.044426,-2.3313134,-1.8931228,-1.4049357,3.0661292
34617,54.000942,38.65556,29.726723,,-2.6152058,-2.371365,-3.032936,
34618,71.92117,44.937927,37.373215,34.360004,-0.988323,-1.4495305,-3.0169587,-1.8875502
34619,77.756714,35.94306,35.38211,30.671837,-0.5068073,-1.4608086,-2.2534974,-0.66675913
34620,122.38871,61.459866,59.398125,42.592365,0.13039875,-0.255071,-0.11805503,-0.46037543
34621,94.667366,51.804947,31.51333,,-1.6902751,-0.7835062,-2.0438354,
34622,52.97509,33.756187,31.328014,,1.3001934,2.2266881,0.9620275,
34623,41.24985,38.328068,37.051247,34.693024,-0.9328702,-2.1415935,-0.39637905,-2.7097435
34624,40.005013,38.557617,31.106373,,1.0018852,0.8924542,1.0686554,
34625,50.123455,39.83209,32.419575,31.69325,2.303062,1.2940879,2.3864374,0.16644427
34626,68.36762,44.172474,35.43848,,3.0715826,-2.3083732,-2.7162874,
34627,71.73629,39.919613,38.74284,29.941221,2.1753213,1.9238913,2.5417335,1.8127359
34628,59.79094,50.22673,31.781017,,-2.2458763,2.4292636,3.0374653,
34629,103.16405,79.6405,75.73321,40.689507,2.7427287,2.2977395,-2.8373406,3.0097127
34630,79.1966,78.31558,75.88312,50.305958,-2.0266395,-2.4337149,-2.4963326,-1.7712941
34631,71.796646,31.926142,,,-2.2706892,-2.6998143,,
34632,130.12163,45.88452,42.746033,30.505564,-1.8505411,-2.6065516,-2.4983015,-2.4786777
34633,118.406364,55.04612,50.901855,30.069094,2.2342622,2.2890694,1.8071519,2.8511107
34634,67.640335,47.961628,34.260468,33.046726,0.48729163,1.5058001,2.2309968,1.119173
34635,192.68004,66.67904,33.859764,31.92569,-2.8893137,-2.1437387,-2.5497153,-3.040413
34636,93.42859,50.87354,39.009315,30.483534,1.9996626,1.6374263,0.88102424,1.9453312
34637,94.8215,34.00328,33.622837,,1.8372698,1.522543,1.2171369,
34638,57.885315,,,,0.21498108,,,
34639,80.348854,78.21223,49.674683,40.199112,0.81567013,0.7466754,-0.20130323,1.243398
34640,88.44191,59.701473,33.876366,31.487343,2.442502,1.1190376,1.6358509,2.0230281
34641,63.99468,57.160103,41.404682,29.932474,-2.930699,-2.3084557,-2.0176504,2.4271398
34642,84.36578,58.271343,50.294228,33.002953,2.880802,2.1696582,2.7659929,1.8680005
34643,112.66106,76.4158,39.625923,38.091194,-3.1008039,-2.8388455,2.7037027,2.6507208
34644,171.68819,62.112972,39.91105,30.424051,-2.9849293,-3.1024194,-2.13367,-2.6332362
34645,48.233887,46.58906,45.995613,,1.9161357,2.0008607,2.9403033,
34646,97.796196,74.16648,57.453487,45.283028,0.8699342,0.093044356,0.60234386,0.6218602
34647,54.362324,41.17112,36.274376,,-2.706073,2.8395674,2.7570322,
34648,81.57645,41.93758,26.626564,,1.8520613,-2.728129,2.4196193,
34649,51.373,41.9642,39.592922,28.913706,-0.50650126,-1.9691039,-0.54986614,-0.0048231864
34650,43.006805,39.31775,34.502094,34.09868,2.270993,2.9695716,2.9792368,-2.02257
34651,59.99167,36.26814,30.000906,,0.7146875,1.295711,1.9541796,
34652,56.995846,35.528908,30.947271,29.546234,1.3657217,1.7960654,0.700089,0.11148419
34653,69.35214,47.441322,33.461178,,0.62642366,0.3980347,1.3116028,
34654,66.34822,60.043808,40.021362,,-2.7133675,2.916088,-2.6862452,
34655,84.81464,39.56579,37.0946,,0.26391333,-0.09428929,-0.5682582,
34656,93.6005,73.95431,51.415054,33.375908,-1.6726967,-2.722943,-1.9678618,-1.7850162
34657,64.78242,43.624516,38.753468,35.801422,0.34691265,0.45745426,1.2439535,0.3259697
34658,53.20089,45.603336,38.76694,34.446877,0.39425936,0.22133572,1.8207916,1.3030523
34659,116.00132,35.273113,32.55364,,2.8883889,-1.7372249,-2.507096,
34660,47.27156,40.232006,34.62047,34.417065,-0.641938,-0.070392184,-0.6475566,-1.2236813
34661,46.733803,42.72607,35.73049,35.469902,-0.26814556,-0.18915556,-0.47943005,-0.5350056
34662,59.107212,38.29343,32.876106,31.02994,2.759567,1.908402,2.3615358,1.4149512
34663,87.52987,76.42875,51.819572,30.327366,0.04726086,0.98134345,0.79541606,0.44656384
34664,91.9982,46.949474,44.87688,32.934673,-0.019040618,-0.39438304,-0.49202323,0.6401538
34665,128.93848,66.01492,38.0847,31.414412,-0.28614673,0.54521996,0.19783768,0.11472731
34666,65.93266,54.092464,39.257328,30.536577,-2.3669362,3.0289762,-2.5189102,-3.1381984
34667,44.436703,35.28467,31.165533,,-2.2084198,-2.9687374,-2.4724493,
34668,67.48243,53.672935,42.99492,,-2.1413999,-2.1526878,-2.292605,
34669,99.14526,47.76166,36.959038,35.68534,-1.0924721,-0.6788428,-1.743782,-0.22912528
34670,77.19231,70.32895,37.957294,,1.6527777,1.1971166,0.9182256,
34671,82.468185,45.228363,42.447247,,0.35330456,0.14087619,0.86736137,
34672,71.62422,69.44917,66.7715,52.662334,-1.8212235,-2.5881605,-2.90007,-2.5087657
34673,39.706177,34.002605,31.411629,,2.994746,1.2170904,-1.9433421,
34674,71.32629,68.81316,60.949966,39.16054,1.2555162,1.6318295,0.89722884,1.7446675
34675,56.333664,44.024265,42.26792,34.58681,-1.6187103,-2.1229541,-2.575655,-1.6604699
34676,74.28752,52.871395,48.783855,35.958687,2.404476,1.774869,1.9513879,2.9102693
34677,154.37546,41.458553,40.640263,33.929012,-2.8766139,-2.2608743,3.0440905,2.4665039
34678,96.19006,40.0536,,,-2.2785087,-1.4150568,,
34679,74.24661,50.925835,34.98637,28.68358,0.35054567,-1.3313944,-0.5107104,-0.7834954
34680,103.75039,45.202095,44.218327,43.23605,-1.1250827,-1.8095686,-2.52282,-1.4163402
34681,47.45254,36.222748,,,-1.0076857,-1.1392782,,
34682,69.317505,60.303806,35.11319,34.23074,2.4165814,3.0756965,-2.7297196,-2.5815356
34683,118.90736,79.8426,47.348404,31.582912,-2.9756792,-2.8916094,2.8239963,-2.0408309
34684,55.904,39.46457,31.257353,,1.6731509,1.1817406,0.9625026,
34685,56.238415,49.79101,45.04597,32.8814,-1.575952,-1.1845455,-1.418477,-1.6351923
34686,73.70771,53.83536,38.33931,,-0.78381276,-1.5921397,-0.08918177,
34687,45.52645,42.67125,41.282413,33.186687,0.088089086,1.2714951,-0.18827374,1.190399
34688,65.4271,44.946915,41.03508,37.80164,0.19614564,0.19587222,-0.27210745,-0.78858393
34689,73.175766,36.109486,36.02126,,-2.4287972,-2.6331587,-1.5281475,
34690,98.566605,70.21007,30.562222,,-2.6878448,-1.6821647,-1.8123996,
34691,76.103386,49.511772,47.657673,34.49901,2.2011912,2.833634,2.4726872,-2.5977979
34692,38.32253,37.65636,35.57869,33.36747,2.1019154,1.4695387,-2.9156277,2.1565504
34693,66.936844,39.43937,32.43526,31.118992,-2.2375267,3.1195188,2.922594,-2.0803251
34694,147.82733,37.86884,32.99871,31.876133,-0.8867258,-1.2815397,0.5014519,-0.48175392
34695,69.36068,65.514786,49.84482,44.357872,-1.4209716,-1.6056262,-1.1101424,-1.9315583
34696,81.59021,47.189445,46.477573,31.701464,-2.2210672,2.5498111,-2.711144,-2.1011062
34697,141.40352,50.64325,46.11297,40.577225,-1.7500935,-2.2842364,-2.8876028,-2.1817994
34698,144.81674,43.305553,34.99393,32.528713,-2.2484987,-1.5701962,-1.0326693,-2.1058362
34699,135.7425,51.42696,44.732296,43.906975,-2.8846877,-2.293202,-2.612335,-1.6029907
34700,95.38504,38.986794,35.844776,29.950186,-0.92333436,-0.19044071,-1.7761137,-0.62707436
34701,71.67674,63.913277,49.298103,35.543167,3.0762987,-2.2195578,-2.5807767,2.4853857
34702,158.95375,45.954247,30.223356,,0.026223214,-0.021689553,0.26204556,
34703,136.18623,86.18933,47.6046,36.080807,-1.3131281,-1.2389292,-1.7860978,-1.7847826
34704,94.3174,40.453957,40.328472,38.66847,1.141546,1.7231368,2.7141428,2.0269248
34705,76.61776,71.19309,52.918526,35.928646,-2.6151478,3.0146823,2.7897167,-2.9178762
34706,70.62086,35.091038,,,1.4901546,2.6936817,,
34707,62.31884,40.94758,38.05548,33.813637,2.9889555,2.4688904,2.3324702,1.1685929
34708,61.049778,56.04751,46.56166,42.996124,-2.7972884,2.5704732,2.4719222,2.8676634
34709,72.416245,51.342636,48.463215,38.80881,0.6050908,0.16726846,1.7442925,0.6513685
34710,48.435143,35.463177,32.14847,,2.8690853,-2.1594315,-1.4218878,
34711,58.42552,58.14885,57.34325,31.77065,0.4729251,-0.645391,0.7986359,-0.16680487
34712,46.861782,,,,-0.78306997,,,
34713,33.645325,33.269802,30.8922,,0.6669179,-1.6542858,1.0910684,
34714,85.12182,62.07806,56.328236,50.96381,-1.4967501,-1.9499884,-2.2561524,-2.6975567
34715,62.580574,46.405483,44.615196,30.886618,-0.5222709,-2.346658,-1.8049331,-1.350577
34716,193.68332,37.198475,36.998875,,-3.002412,2.9244168,3.0405924,
34717,123.365845,47.523853,42.97934,35.921043,2.3291764,2.8422863,2.0542026,2.7219152
34718,76.50282,75.30892,50.064674,35.685207,-1.5392121,-0.8604273,-1.6914166,-0.60880655
34719,67.63185,38.56668,33.302273,29.325745,-0.45995423,-0.051036317,-1.9010011,-0.8337434
34720,114.29832,38.00637,33.895157,,-2.4024558,-2.6979022,-2.7465584,
34721,62.388893,58.842926,48.53721,48.259693,0.4616556,0.5459921,0.9475899,0.1261121
34722,194.11029,62.808113,45.447903,38.107895,2.355443,2.587323,2.0637124,2.6898477
34723,59.926857,55.454025,29.060856,,-2.682789,2.9537606,-2.5037987,
34724,48.275974,43.567062,32.432617,,-2.4167435,-2.8630166,-2.490512,
34725,36.46274,35.284515,34.02723,31.35297,-1.4578068,3.045659,-2.9357014,1.8989433
34726,65.44105,49.914574,44.57206,44.33261,-1.3557084,-0.8562846,-1.8807025,-1.7155176
34727,113.811356,60.896683,53.64786,38.098457,1.2601863,2.376559,1.9714124,1.614041
34728,66.58063,54.232914,46.552677,32.519127,-1.9947717,-2.3565006,-2.7618487,-2.4334807
34729,72.28445,41.089054,39.606277,32.742146,2.215363,-3.1313417,-2.3523245,2.4943116
34730,55.98324,38.848503,38.832726,30.314192,-1.8214874,-0.14173847,-0.6936107,-0.6874835
34731,58.115204,46.945927,32.668686,25.24918,0.19698858,-0.27225634,-1.2841812,0.20091125
34732,49.89626,39.27179,35.774845,32.09914,-2.9663167,-2.1389391,-0.6836438,-1.3000748
34733,67.419235,65.128555,47.417267,,-2.3296552,-2.7050076,-2.1387036,
34734,63.490116,54.075832,39.130764,,0.11257829,0.49260747,-0.57652557,
34735,45.568268,41.30924,40.26559,34.75196,-1.4731407,-0.9709829,-0.8191961,0.4824568
34736,97.31518,50.497673,30.957335,,-2.1684687,-2.0060282,-1.2488915,
34737,58.420704,48.320797,47.691174,47.191822,-0.8528882,-1.2492107,-2.2596374,-1.4077915
34738,71.344864,54.09826,40.70677,33.598858,-2.3876836,-2.7634842,2.6593058,-2.6864328
34739,68.03611,43.18773,40.192013,32.13307,-2.859148,-2.665031,3.140895,-1.9788027
34740,71.66017,53.827293,45.34193,37.94987,-2.440993,-2.5046477,-2.6916792,-1.80101
34741,116.28538,90.37573,56.329266,54.90056,1.6089754,2.1945074,1.3228182,2.2592099
34742,208.5413,72.46189,38.636517,31.810965,-1.587905,-1.2394938,-1.9647974,-2.290657
34743,43.499207,32.545116,31.84932,29.55554,2.7012267,-2.5942404,2.0065694,1.7974201
34744,,,,,,,,
