,muon_pt0,muon_pt1,muon_pt2,muon_pt3,muon_phi0,muon_phi1,muon_phi2,muon_phi3
5486,142.06859,57.5591,37.057476,29.581165,-2.4605632,-2.0364997,-2.0601814,-2.087773
5487,39.527733,,,,-3.0370014,,,
5488,53.694595,52.524647,,,1.9030973,2.1565406,,
5489,89.578514,39.254677,,,-0.9995568,-1.1105902,,
5490,134.12456,68.43922,59.734646,31.733965,2.2864635,2.309187,2.7050865,-3.1267242
5491,58.33468,47.655373,45.644455,,1.8857443,2.2341833,1.6593881,
5492,75.65543,51.267223,41.82832,29.949152,-1.2967806,-2.1178148,-0.9873714,-0.8771102
5493,52.28671,44.525837,38.920223,32.03923,-0.99436533,-0.46112812,-1.0577936,0.43597397
5494,55.424385,46.198887,36.960934,30.215977,2.2060702,3.0846887,2.6134799,1.8897147
5495,137.86852,51.677536,47.03339,42.96,0.7721293,1.1421525,1.9296671,1.3347788
5496,95.11547,71.99281,34.48861,29.787935,3.0987253,-2.517964,-2.7170045,3.1183372
5497,98.529655,43.041084,31.627222,30.25337,-0.453713,-0.7794531,-0.35436758,0.06975778
5498,71.83172,50.496067,32.326202,27.274612,-2.6221576,2.034628,2.64307,-3.0941336
5499,98.43602,59.903038,59.059395,51.790474,-2.455074,-1.7739711,-1.913359,-2.401201
5500,79.22637,79.154724,43.289463,36.19692,2.6734517,2.1364706,2.7814453,1.322413
5501,134.77977,55.612713,50.21777,,-1.5552078,-0.53042984,-1.3078208,
5502,57.64061,55.749752,46.1772,26.508602,0.070392214,1.1022767,-0.05052843,-0.40166613
5503,124.25696,87.646194,40.450882,,-2.74327,-2.817937,2.910255,
5504,84.13826,40.24021,37.939095,36.140503,2.576943,1.9830782,2.1065686,1.2957857
5505,53.93637,,,,2.9133184,,,
5506,82.857254,79.45303,68.16768,30.19586,2.0092416,2.5035765,2.5728543,2.1049986
5507,58.916634,54.729233,52.160187,37.845234,1.6820681,-2.9083335,2.379287,2.7117167
5508,91.982864,77.69764,73.77929,59.746655,-2.91002,2.527728,3.1193311,2.9500635
5509,40.96592,40.44603,39.8763,,-1.1987731,-1.2916896,-0.44133475,
5510,93.34808,58.669487,41.68057,40.28664,-2.1206741,-1.5630937,-2.3161514,-1.145058
5511,72.70834,41.818172,37.441605,,0.57778287,-0.09931364,-0.033804234,
5512,88.4901,46.218994,41.95279,38.101273,0.6312551,-0.16100454,-0.5317753,0.12404308
5513,148.58397,45.89035,38.787357,37.370228,1.1224858,1.5859338,1.384668,0.4708127
5514,43.772743,41.94199,33.062206,,2.363367,2.3061118,0.49206856,
5515,121.80572,58.133797,52.312424,36.366436,0.14003542,0.5741408,0.86271477,0.1280161
5516,103.70584,69.99909,42.12716,40.470024,1.9869554,1.8315432,2.2393649,1.3069428
5517,59.110264,48.701214,43.20788,33.59679,2.743764,2.6157737,1.9719697,2.1916118
5518,74.66047,37.842083,29.96893,26.930298,-0.7140883,-2.6902857,-2.0170307,-1.433215
5519,74.15795,49.012478,37.15199,31.45617,-0.540839,-1.6637051,0.010806936,-1.3735906
5520,44.102543,39.07073,31.818317,30.691114,1.770629,2.7956636,2.0405824,2.1424806
5521,85.43315,35.243744,32.68205,,-1.1427222,-1.0166646,-0.35680398,
5522,93.30579,44.88797,33.500633,,1.79268,1.8752619,2.6604242,
5523,64.80153,38.64619,37.157196,33.04067,-0.93334734,-1.2365061,-2.0193708,-1.9623615
5524,94.22667,60.541122,36.080006,,-0.71936524,-0.04315963,-0.4673554,
5525,231.82512,139.36887,33.994446,33.864735,-1.2032102,-1.1070201,-0.75584847,-0.6348451
5526,50.085945,42.411865,29.133633,29.122206,-0.54463005,-1.3076793,0.2692304,-1.0954335
5527,44.65728,42.884968,,,3.1248298,2.2786741,,
5528,49.036736,47.6543,36.79939,33.83354,0.8098818,-0.45465043,1.5593599,0.096530974
5529,43.527985,34.616043,31.683706,,1.2491919,0.5332129,1.5708076,
5530,62.666267,45.923172,36.63245,32.385265,-0.9717986,-0.5044549,-1.0187289,-1.3082143
5531,94.273186,77.15316,53.736694,,-2.5771105,-3.1366549,2.9001448,
5532,118.79679,54.418163,51.031277,39.549286,-1.1238993,-1.5335299,-2.3216949,-1.8307232
5533,47.97715,47.74342,41.575443,32.865368,-2.2805772,-1.59084,-2.9559815,2.7092006
5534,47.251396,40.329594,38.811974,32.221207,-2.0629728,-1.064417,-0.48402512,0.034273073
5535,80.32033,32.779324,29.66259,,2.3800707,-2.523526,-2.9716733,
5536,124.23523,73.74595,65.967636,57.630013,2.0427642,1.9433165,2.1834743,2.667754
5537,107.18268,56.59415,50.775898,45.383705,2.9024055,-2.873598,-2.99999,-2.1589823
5538,86.16951,69.89258,48.101265,42.14249,1.8454318,2.3804946,1.5229747,1.345935
5539,130.33434,69.183685,46.90016,38.45704,2.578467,3.013743,-2.5451767,-3.0923748
5540,51.529488,33.7231,33.13462,,2.7596302,2.6958184,-1.7532983,
5541,64.81892,40.19132,39.885754,39.383316,-1.0334278,-1.8702983,-1.4501685,-3.0218391
5542,116.15525,64.964165,44.17998,,0.52731687,0.5159677,0.77399933,
5543,48.8827,37.727345,31.726255,,-1.6028216,-1.5796242,-3.0054758,
5544,137.26967,81.69959,50.687073,29.799437,-0.35029033,-0.8094813,-1.1480172,-0.7859781
5545,86.11498,46.402683,35.33322,33.541466,-2.039537,-2.7977011,-2.2421136,2.8671522
5546,41.48597,34.687023,,,-1.3589171,-2.8052645,,
5547,67.55919,46.403038,45.529705,41.87714,0.4053162,-0.43062946,-0.18602139,1.4275199
5548,63.056705,51.79685,35.487427,32.981777,1.9343672,0.5315762,1.0396155,1.4973143
5549,55.379013,44.254723,40.878582,37.303413,-1.4741797,2.9373443,-2.1245046,-2.6521487
5550,74.91638,63.398598,34.85409,30.266642,-0.5732212,0.17316294,0.8439352,0.5625554
5551,53.643227,46.51726,,,-2.2541437,-1.3685272,,
5552,76.96669,39.424797,39.36223,30.894972,-2.0037005,-1.4008431,-1.4901998,-1.5541645
5553,58.54444,40.92391,36.247147,32.949444,0.46823686,-0.17634106,-0.7835018,0.3223058
5554,90.020546,67.62491,52.597683,34.674637,2.2785883,2.6791408,3.0267456,1.5990908
5555,112.91589,90.18067,39.583576,38.238068,1.6009127,2.0147138,2.3948264,0.9769575
5556,71.24381,65.39143,46.331406,38.79105,1.1961458,0.82161415,2.3591802,1.7512578
5557,82.57993,70.17998,54.926598,,1.5501482,1.0844953,1.3957299,
5558,85.87793,83.41888,75.69471,40.71168,0.87017024,0.9762748,0.049131416,0.48311782
5559,101.33218,39.117172,32.487423,31.523943,-2.3207877,-0.7436343,-1.146718,-1.8170966
5560,106.536316,70.35096,41.791306,,-1.1041315,-0.51547956,-1.4427853,
5561,53.09453,50.838383,47.29509,34.884544,-0.6825708,-1.595678,-2.0201294,-1.7164981
5562,75.29445,66.12156,39.76814,35.013573,-1.2176841,-0.57852894,-1.5431793,-2.1154222
5563,98.86212,75.14807,45.916683,,1.6484303,1.5457426,1.9131165,
5564,132.40912,99.00013,35.01344,34.38919,-2.090884,-2.6008887,2.8636796,-2.45206
5565,96.04087,63.45641,56.662117,42.560547,0.9070339,1.2492374,1.1585504,0.6785065
5566,80.75823,52.8066,45.886845,37.10399,3.0418062,2.4212146,2.6114678,1.3071439
5567,44.218307,40.4164,33.42675,29.631176,-2.7557771,2.6869864,-1.3494867,2.858103
5568,105.458115,63.592243,51.84084,48.457485,0.96080536,0.3435368,-0.15232092,0.69843906
5569,85.1081,60.384594,53.523052,,2.2605846,1.7011868,1.902593,
5570,89.13122,87.91182,44.180096,42.713634,1.8328625,1.1932093,1.7215651,2.1707551
5571,86.001564,85.2802,46.301952,35.25138,1.5745121,1.6512382,1.1040531,1.6401211
5572,47.72909,44.587044,34.349632,,1.6463727,1.9410951,2.6428797,
5573,52.79374,46.306557,38.567093,37.02938,2.728659,2.3036938,3.065446,2.2075858
5574,87.373604,75.82293,34.58306,33.51133,-3.0411801,2.8998399,2.4936278,2.2981174
5575,47.346115,34.880024,33.64801,32.533558,-0.15302345,-0.36547646,0.91886854,0.6845575
5576,55.490437,53.5103,33.44471,31.164904,-0.0048207026,-1.1887513,-1.2034373,-0.41403562
5577,60.690323,41.69071,35.155804,30.501602,-1.7837454,-0.6316998,-1.3089647,-1.3360239
5578,51.133102,38.766117,36.494698,35.60057,0.52445835,1.161886,-0.6788339,0.42940244
5579,83.8776,33.21468,,,-1.7919292,-2.532415,,
5580,75.66624,68.06818,47.101006,38.052498,-2.559262,-2.016634,-1.6502999,2.9890873
5581,126.49081,33.436638,32.550014,32.317287,1.2344365,0.98012733,0.37092164,-0.2414488
5582,96.59994,69.29554,48.50817,31.34091,-0.49718165,-0.65675986,-0.66211295,0.3034659
5583,101.47733,86.89339,70.54601,30.50966,-2.961018,-2.5464742,-2.9986417,-3.0417142
5584,93.62687,46.70438,41.99372,41.294422,1.9033962,-2.9086757,2.4034278,2.9266858
5585,84.65307,48.737057,45.635166,33.16358,0.58593154,-0.8130395,0.37268853,0.98062176
5586,65.92257,48.321274,41.141743,,-1.9995294,-2.164623,2.9486563,
5587,207.76465,80.09236,39.745224,,1.5863805,2.077828,1.8767722,
5588,48.366577,45.59684,,,-2.8656633,-1.7903502,,
5589,60.976215,54.038143,50.447056,32.987484,1.6873409,2.0108645,2.5351806,-2.823
5590,126.679276,87.23403,73.86149,33.90804,-2.1427631,-2.0190241,-2.6326208,-2.493662
5591,69.24678,38.574646,,,-0.9361702,-1.4671005,,
5592,54.096985,54.006264,43.847374,34.94597,0.99600375,1.0235405,0.09954606,0.3481036
5593,85.56824,60.06069,42.496532,32.678658,0.627964,1.5172175,1.7276825,1.1127466
5594,76.35974,68.25933,52.48308,37.5104,-0.91772133,-0.42452854,0.12712954,-1.3886478
5595,82.406425,47.506382,,,-2.98031,3.0499303,,
5596,82.27972,58.551983,56.36936,37.432526,-1.143741,-0.69906,-1.5391531,-2.034449
5597,61.618748,42.787067,36.071526,35.451588,-2.638707,2.2489185,-2.9521837,-1.8092576
5598,126.47577,52.778404,43.609344,,-2.792791,-2.2493157,-1.64995,
5599,68.13287,62.650528,46.867924,34.058075,-2.1870403,-2.2691827,-2.2635467,-2.0754564
5600,65.99256,64.49309,54.394398,33.627388,2.3407116,1.4821002,2.4343429,2.911644
5601,84.97026,78.72872,49.59835,,-2.150959,-1.5850365,-1.1867079,
5602,68.3747,38.22313,36.15388,28.426256,0.19610952,1.1775798,0.31606483,-0.8344955
5603,111.58103,64.39077,33.35488,,-1.4975109,-2.2092745,-1.4189068,
5604,73.620155,51.75245,34.695858,,0.27077115,1.0579628,-0.6296704,
5605,74.85223,53.04991,31.664827,29.372652,2.0377808,0.78135455,1.6729399,0.7061828
5606,100.51249,39.968998,,,1.7056392,1.2177943,,
5607,57.244156,50.911457,28.985456,,0.8197894,0.9211617,1.6020154,
5608,68.90939,35.90208,,,0.05046643,-0.6238219,,
5609,51.844505,,,,1.1436166,,,
5610,58.90588,54.539715,28.713324,,0.53971714,1.4431303,0.7230828,
5611,65.907555,50.697994,40.438435,32.898132,-2.1132865,-2.523807,-2.9276276,-1.566471
5612,141.40553,65.31793,44.187023,37.46123,3.0976436,-2.6051397,2.7310505,-3.0223389
5613,81.10407,74.6985,34.76449,,-2.7234292,-2.1920097,-1.8094755,
5614,42.127045,42.013927,35.86539,22.236444,0.80613893,0.33123848,-0.11755765,-0.44935548
5615,49.4918,44.88052,36.868427,,1.9463861,2.466522,2.9415169,
5616,67.83335,45.325825,42.180904,41.154305,2.760306,-3.042351,2.4121962,1.9625106
5617,48.280384,46.35551,,,1.7141416,2.2965982,,
5618,141.96304,70.38378,47.523388,40.837116,-2.5090714,-2.200258,-2.355509,-2.5175111
5619,58.975582,54.351185,34.091805,33.131374,2.1371555,-2.4699614,3.0194879,2.680462
5620,68.21917,50.563725,35.3078,34.154064,-0.87486726,0.2589334,-0.73253524,-0.037844058
5621,76.68862,44.99509,43.29687,32.870117,1.3207008,1.6847746,0.7647975,0.40157405
5622,47.196484,40.245037,37.876053,33.51602,2.151141,0.96799344,-0.39450124,1.5013641
5623,99.08643,65.08787,43.650692,33.7447,0.85833836,0.23392235,-0.30475327,0.6425171
5624,92.16914,66.91521,57.243988,42.83473,-3.007353,2.731407,2.0243227,3.100443
5625,62.889755,52.100163,50.624157,34.793407,-2.879511,2.783863,2.7867596,-2.173387
5626,60.027657,46.648586,31.56616,30.36598,-2.164363,-2.3879135,2.3663023,-2.7781541
5627,30.629335,30.241358,29.659452,,-1.3248965,-0.8615757,-2.6823535,
5628,146.11632,35.647472,34.40792,,0.07466388,1.2884659,0.23574409,
5629,68.22744,57.154274,48.17064,40.47784,-1.8713633,-2.499721,-1.9507915,-0.91342264
5630,97.25509,58.202126,40.04325,,3.0706084,-2.911509,-2.1855829,
5631,91.32265,35.61213,31.873907,31.692247,0.06663449,-1.6654004,-0.5563543,-0.64136857
5632,77.03778,67.36473,52.070885,,3.07067,-2.309163,-2.4682639,
5633,63.21985,46.59367,45.045303,34.21883,0.6334947,0.24795644,0.15216906,1.6283975
5634,82.49166,69.346176,43.276,42.0737,1.2458137,-0.003482117,0.78595245,0.5664045
5635,123.49839,48.22178,38.36273,34.250496,2.6726685,2.6115108,2.7430673,-2.6703045
5636,146.31236,44.00674,40.315487,32.61652,-1.9454257,-2.2314594,3.0438848,-2.387199
5637,70.74218,67.52602,36.790512,32.911266,1.1675113,1.3186675,0.31318942,0.078686126
5638,94.74699,61.152405,47.024647,34.23224,1.0251179,1.4787186,1.3868134,1.682757
5639,54.678757,54.322544,31.875147,,-1.1962892,-3.107656,-2.2294662,
5640,62.147427,37.088432,33.939907,,-2.0122223,-1.5100356,2.8099697,
5641,114.65404,102.478714,60.256836,38.21466,2.290442,2.4673307,2.181355,2.8788333
5642,58.99948,,,,-0.6705678,,,
5643,59.27215,56.434742,40.617405,29.348116,1.8657899,-2.8775141,2.2509665,2.8780532
5644,72.67334,44.637207,30.930143,,1.6077552,1.537729,1.8359451,
5645,74.3524,44.246834,38.08742,32.340427,2.8863592,2.400825,3.0283809,1.4352674
5646,85.82357,74.22208,48.743954,36.98494,2.2885134,2.4986224,2.3966713,3.1321263
5647,90.58219,41.471672,31.61501,,-2.1853225,-2.0835922,-2.6592522,
5648,47.76337,38.582417,36.551533,,-1.5076674,-0.85854787,-2.290825,
5649,133.97534,69.3982,44.019905,36.48061,0.30145633,0.9057466,1.0226939,0.26749274
5650,59.347652,44.57597,43.07708,34.667206,1.8809438,2.332257,1.2105434,0.89738345
5651,84.40316,58.062397,57.00756,45.874897,1.3688533,1.181063,1.7990413,0.7830274
5652,85.79724,41.446987,37.70445,32.152283,-2.6529508,-2.464688,2.4203215,2.6280344
5653,71.88232,38.09535,32.22024,,-1.7911435,-1.318672,-1.5559069,
5654,47.89719,45.399445,41.724422,39.397892,-0.11015952,-0.18486008,-1.0305487,-1.3572195
5655,84.004814,53.30988,40.031326,,-1.6882246,-1.2714164,-2.9143236,
5656,81.14906,60.485416,58.46665,37.1999,-1.090971,-0.8465287,-0.31887123,-1.3537618
5657,63.681084,46.14474,37.48204,31.483685,1.0221368,-0.0090844855,-0.18990539,1.507116
5658,128.92506,70.23957,47.273018,46.183094,2.2170434,1.7454673,2.4624996,2.260869
5659,70.55609,69.09625,51.16446,35.394737,-1.8533028,-2.0246177,-1.9475601,-2.467232
5660,51.238304,43.832535,39.822727,30.204369,1.3844895,0.09112352,0.89893925,-0.47856182
5661,206.26094,40.072205,35.048393,34.89714,-1.9766238,-2.49657,3.1174767,-2.0499656
5662,86.484634,43.782204,35.68314,,1.1679704,0.21374401,-0.18132307,
5663,121.08056,37.85673,34.47201,29.639057,-2.6124759,-1.6710701,-1.9779861,-2.9228988
5664,71.096756,53.569744,35.177322,,0.153578,0.49599037,0.09617614,
5665,56.900723,39.07879,37.019283,35.88443,1.5151385,1.0857317,-0.31822267,0.31836542
5666,67.7957,41.466743,34.07255,31.815117,-1.1056435,0.09419362,-1.2693343,-2.085259
5667,71.09432,68.45495,45.19382,34.612656,1.9729459,-3.118597,2.7251651,2.6521482
5668,47.925724,43.024986,32.26506,,0.119810954,-0.66154104,-1.6337805,
5669,80.70595,67.62787,53.092022,39.049335,0.3807069,-0.94346946,-0.5091185,0.03463736
5670,67.46733,35.63727,,,0.34592822,1.9158933,,
5671,39.76856,39.03578,29.725765,,0.97229177,0.3620463,-0.45043436,
5672,52.31484,39.813404,32.448395,32.105343,0.42956516,-0.21086103,-0.6926342,-1.7266976
5673,47.916737,41.67321,31.445307,30.446142,-1.4409732,-1.2689104,0.93474114,-0.7423978
5674,80.57694,70.85797,36.230278,,0.9015382,1.2305583,0.6946596,
5675,55.57712,32.60975,32.553284,,0.9464708,2.8092747,0.38033855,
5676,71.00085,35.552197,,,0.82820076,0.8729964,,
5677,88.75943,66.972275,50.778904,,3.0411568,-2.7065766,3.1292906,
5678,54.745014,51.016636,34.43413,29.930412,-0.54248226,-0.16098934,0.12380802,1.2785408
5679,39.77261,38.796516,38.769787,36.285015,0.29890954,0.51923174,0.5288885,-1.118106
5680,93.128365,62.116295,35.366657,32.325947,-0.51323307,-0.15910658,0.30692533,-0.2920542
5681,86.82305,60.837986,31.135323,,2.7130013,2.1755357,1.6977518,
5682,120.14964,71.17378,39.366215,,1.1594625,1.8431522,2.2223966,
5683,69.34214,35.358414,32.53707,31.261297,2.4455655,-1.883026,-2.743308,2.8539667
5684,98.35139,40.01061,37.727245,32.57743,-0.5565216,-0.9103468,-0.75468826,0.10391281
5685,65.32004,37.44598,34.272057,,-2.1824405,-2.605623,2.5720904,
5686,87.39093,59.799614,36.94652,30.01525,1.38863,2.268445,1.6426381,1.7804166
5687,78.39567,38.644344,30.661116,,-2.7405686,-0.7785354,-2.2527316,
5688,67.681366,60.472588,46.587666,43.051792,0.5758375,1.112585,-0.019560805,1.5026144
5689,64.36004,57.51048,40.284115,39.01177,2.117449,0.9816941,1.9029218,1.5423459
5690,46.84181,43.5985,36.541927,31.592026,-0.4077438,-0.30615294,1.6519674,0.43755686
5691,48.320747,35.91985,34.17669,28.028557,1.9941988,2.1996906,-2.384704,2.943875
5692,62.413097,35.00564,34.140083,,2.0142884,1.3676664,0.7642459,
5693,72.76909,50.087708,38.139183,,2.9855492,-1.8190918,-2.391746,
5694,49.20731,48.335682,42.89275,,-2.0708246,-0.81768435,-1.5694245,
5695,70.58302,42.691574,32.358284,,0.53714186,1.1982303,0.7560075,
5696,82.93812,62.79488,44.8631,43.384163,-1.7806426,-1.4675761,-0.83161044,-2.3547146
5697,117.2928,61.41618,32.508255,30.366728,-1.0785444,-0.6293261,-1.4879804,-1.4619637
5698,63.52107,63.310745,47.82138,37.06778,1.000661,0.48841628,0.77749175,1.4571867
5699,68.35002,56.634583,49.153923,,2.026695,0.67020965,1.7201924,
5700,82.97159,33.4863,,,-1.9640622,-0.569174,,
5701,51.33814,34.211693,28.995249,,2.7548954,3.0267413,1.4439924,
5702,137.13943,78.25674,60.07352,38.668163,3.0271528,2.7538526,-2.872277,-2.7739022
5703,66.39602,61.67767,28.547787,24.057018,-1.2868029,-1.3086519,-2.1632023,-3.127084
5704,59.15376,54.94044,37.611103,29.798332,2.1294606,1.2496518,1.3910716,2.6127272
5705,55.786236,55.54931,45.822395,31.294018,2.0414317,1.3763239,2.8612983,2.6389546
5706,68.36394,68.34762,37.954636,34.928608,-0.19796976,0.80089545,0.60296386,1.0024958
5707,103.480484,49.886963,39.042896,,2.6647184,2.5840871,-2.5260894,
5708,40.40891,38.160686,37.02023,33.40418,-0.8989551,-2.224825,-2.0595136,0.33639804
5709,61.51993,58.544685,50.749004,33.669132,1.1327326,2.0124848,1.2463421,0.7243075
5710,39.28896,34.296974,31.740469,,-1.4941251,-2.5485888,-0.0076032598,
5711,53.057953,37.075794,36.293125,35.483486,2.2528677,1.3493319,1.3100772,0.73292595
5712,33.16084,31.210802,30.221096,30.055096,2.462332,-1.9565581,-1.7176394,1.1518263
5713,79.231094,61.547043,57.918694,35.61397,2.0885203,2.440161,1.1580355,1.6546725
5714,73.7188,34.99328,,,1.8110744,1.1255507,,
5715,69.19811,37.66087,34.29604,31.947763,-0.09162923,-0.85372066,-0.6852744,-1.5156982
5716,66.37405,42.24822,35.54315,33.6652,-0.9914015,-1.8495424,-1.5932568,-2.7946236
5717,112.55163,48.8109,34.737087,,1.343485,1.5951709,1.1141458,
5718,158.82079,41.55268,37.691727,32.835403,-2.1658394,-1.2173582,-1.9557614,-2.5148292
5719,117.85758,33.23421,29.789902,,-1.2712975,-1.8240246,-2.2750134,
5720,83.963425,35.46132,,,-0.027237501,0.30286697,,
5721,54.759045,49.98837,41.526234,,3.0795794,-2.5913455,2.6283586,
5722,220.47533,57.48045,53.512188,33.016506,0.6210729,0.9252623,0.72662413,0.27565292
5723,94.46562,44.29918,36.483894,33.12563,-1.9944164,-2.8340468,2.5414522,-2.4366422
5724,80.499985,54.914635,31.938078,,-2.2228627,-1.7384965,-0.9735725,
5725,52.581146,39.420227,30.814363,30.07384,0.773135,1.9906017,1.8025534,2.699443
5726,53.582733,41.745136,,,0.65149194,1.6387986,,
5727,81.05568,60.225266,42.840145,37.59119,-0.34708366,-1.5609622,-1.3296967,-0.7740844
5728,56.137035,53.680744,52.96367,34.19047,0.8672465,0.5771209,0.26042163,1.6154737
5729,41.688995,34.071033,,,-1.960396,-0.70172995,,
5730,93.79161,73.197754,40.769367,33.85383,1.7354192,1.958187,1.9143234,2.1056056
5731,133.69691,66.352135,42.51518,31.972006,1.9023356,2.3460474,2.9991505,2.1557896
5732,97.674675,61.641644,46.983685,30.95835,1.415285,1.5656381,1.8676811,1.8975
5733,68.878334,53.85904,46.660366,33.339714,-2.791897,-2.9288516,2.9185793,2.0640497
5734,64.138405,63.909775,32.75697,,-2.7542598,-2.7701724,-2.3508048,
5735,30.549316,30.459295,30.024776,,-0.23796736,2.3617268,3.1090987,
5736,130.66678,52.89512,33.158436,33.014233,-2.170219,-2.3891785,-2.6466064,-2.7229826
5737,99.86532,33.795177,32.29551,32.115875,0.84105474,1.4330599,0.5318364,1.9972488
5738,53.630028,53.430866,52.696957,,-1.9842217,-2.0075166,-1.4977597,
5739,38.21674,36.01191,33.500755,,3.0159748,-2.5156035,-0.8207004,
5740,98.18905,88.99468,74.55386,39.640232,-1.4255322,-1.816113,-2.1246634,-1.6394647
5741,126.151306,51.970066,49.498497,34.058556,-2.4371731,-2.8759236,2.6855257,3.038792
5742,50.796783,47.243855,37.007153,34.37129,-1.1377437,-1.2510308,-2.5318153,-3.0658145
5743,119.66482,63.777294,45.814182,28.112673,2.1378536,2.5906267,1.8362743,2.0707574
5744,124.94225,68.250755,48.69039,42.45288,-0.95064384,-1.6881931,-1.2950435,-1.449535
5745,78.1103,63.66464,48.092087,30.06587,-2.8016644,3.0488567,2.2566094,1.9123442
5746,118.866486,70.75905,54.933613,41.436615,-2.618118,-1.5823176,-2.3273034,-2.073371
5747,75.00939,42.643,33.566124,31.654291,2.0721357,1.3068429,0.19832775,1.5424776
5748,108.28859,80.8037,48.629406,34.763012,2.0087047,1.8264823,1.5730846,1.0504634
5749,65.449554,56.244087,36.23885,33.327847,-0.8614595,-0.25475496,0.11075869,0.6690809
5750,44.246605,38.674606,36.607502,33.834694,-3.0454593,-0.9214005,-1.7464088,-2.8740299
5751,58.023308,51.09682,40.141544,33.89346,2.2416646,0.65805453,1.4828085,1.8790781
5752,67.914154,44.165356,35.891476,34.427223,2.5727994,-2.9057915,3.0516381,2.191773
5753,68.71498,61.109653,34.501038,32.656506,2.3188,2.9652557,2.0987499,2.9998183
5754,56.155247,53.12726,36.320194,36.099674,-1.3772787,-0.7741556,-0.60518146,-0.91827196
5755,56.69037,56.18372,44.746784,33.25196,2.5521863,2.8399704,-2.3776844,3.0294771
5756,45.001278,41.472794,,,-0.93435985,-0.7494565,,
5757,142.39812,42.03171,38.350166,,-0.6180769,-0.63548285,-0.24317414,
5758,42.271267,32.77513,32.220726,30.516788,1.5884659,0.63688314,2.26591,-0.011943632
5759,58.841415,58.25716,44.608227,,2.118754,1.1642253,1.4084492,
5760,55.23011,43.308666,,,0.42484808,0.64120597,,
5761,71.90247,34.827385,31.889692,25.959948,-0.7696345,-0.91758174,-1.8113167,-0.688049
5762,51.955536,40.16384,34.800037,27.806103,-0.36377913,-1.9157853,-1.0891101,0.75782037
5763,124.026924,58.01184,41.47666,40.175964,0.7029264,-0.36317316,0.09361623,0.33005673
5764,59.08758,51.756237,40.776752,,-1.5427532,-3.1265173,-1.9744956,
5765,78.98917,39.210644,38.208435,33.694016,-1.4061204,-1.4344386,0.16066016,-0.8674476
5766,53.708363,48.664116,41.35549,31.870024,2.9453328,-2.4160535,2.3287187,-2.0224967
5767,52.26562,47.96041,35.75942,,-1.9879785,-1.5362655,-2.1387,
5768,53.75404,48.006824,39.437004,34.59001,0.295261,0.76632,-0.6912908,-1.0009099
5769,37.99693,37.60163,,,-2.856587,1.7329296,,
5770,35.8545,,,,0.06537612,,,
5771,76.982,65.35621,32.544575,32.21542,-1.9352336,-2.3306522,-2.2928326,-1.4628049
5772,74.42922,47.105785,43.971523,34.040512,-0.3923378,-0.7570721,-1.8718523,-0.57602423
5773,127.75293,60.078476,37.258427,31.847818,-0.6293045,0.16150494,-0.35842243,-0.66793084
5774,48.89118,39.05712,33.314377,31.454023,2.0179527,0.19204126,2.0109577,0.7286269
5775,44.346275,37.965084,33.974648,31.406471,-0.68167925,1.4502232,0.08113644,0.060449086
5776,75.592674,60.227802,40.74417,34.396225,2.2954977,-2.7565327,-2.8517444,3.0499475
5777,44.241844,30.772713,,,2.0703266,-1.8050898,,
5778,62.786766,41.269768,39.27862,35.890648,1.3533533,0.057811208,0.88310784,2.4052901
5779,55.316116,43.964832,39.34719,,-0.23545735,-0.5603042,0.5609673,
5780,69.169266,36.692497,34.579453,,-0.9841117,-1.3135684,-2.1104465,
5781,97.080215,79.89488,62.06296,35.445816,2.1793087,-3.1344094,2.6492703,1.8923342
5782,107.26911,50.61219,41.621223,31.260424,2.719569,-2.9656725,-2.063274,3.0927901
5783,120.314476,40.32226,35.74573,,0.42629972,0.9152657,1.1747308,
5784,60.673946,55.45209,41.03355,37.929783,-2.076083,-1.1436031,-1.6878172,-1.123447
5785,47.352314,38.241013,32.423626,,2.8182292,-2.7145305,2.9092133,
5786,63.924084,45.057144,36.34799,,-0.67179066,-0.36263862,-1.505368,
5787,34.691444,33.36284,,,2.2769563,-2.0504146,,
5788,50.61184,32.69322,,,-2.4617271,-0.7626235,,
5789,98.60308,52.705906,43.01468,38.480427,2.5232015,2.1410484,1.8618468,1.8962526
5790,94.70227,75.398026,56.75731,45.97372,1.1266685,1.9285347,1.7207147,1.4880348
5791,124.1909,72.83293,61.01985,30.542141,-0.015599216,-0.1748894,-0.26613173,0.41706392
5792,83.85975,41.296207,23.684032,,-2.9523568,-1.510501,-2.2707853,
5793,100.82538,53.995403,43.64535,42.821842,-0.8225374,-1.1476295,-0.59943426,-1.5693854
5794,103.54018,77.455605,40.64974,,3.1253412,-2.5240166,-2.589571,
5795,58.427776,54.37281,43.876507,34.92471,-0.66198176,-0.6068634,-0.49725267,-1.1096528
5796,109.19446,99.82325,34.858925,33.846523,-2.2444897,-2.1802952,-2.5468478,-1.6575089
5797,63.91172,47.82635,37.684387,30.394167,-2.306253,-1.3239645,3.0868828,-2.5947084
5798,98.55873,51.210163,49.218307,43.31614,-2.3202374,2.7046206,-2.9595091,-2.3925986
5799,63.828224,41.11199,37.88658,37.710144,2.0863848,2.996133,1.3013355,0.9758486
5800,66.05177,48.656834,41.529232,33.31767,1.948002,1.2297988,1.1033475,1.8436022
5801,111.702255,51.88896,48.66327,40.406494,1.1326889,1.2239511,1.4835688,0.9168509
